day	S
13886	3.023473161
13887	3.021930649
13888	3.020341112
13889	3.020928821
13890	3.020296992
13891	3.021516223
13892	3.022405864
13893	3.023374222
13894	3.021334477
13895	3.019315544
13896	3.018931397
13897	3.016580106
13898	3.01241233
13899	3.0100991
13900	3.01079226
13901	3.012499332
13902	3.011521511
13903	3.011651538
13904	3.012399776
13905	3.012019104
13906	3.011485949
13907	3.012544254
13908	3.013008382
13909	3.012222799
13910	3.009932567
13911	3.008855575
13912	3.011581647
13913	3.012232952
13914	3.014008419
13915	3.014489629
13916	3.015176419
13917	3.015784059
13918	3.018025711
13919	3.018734037
13920	3.017295218
13921	3.01683102
13922	3.015552728
13923	3.015897647
13924	3.01562664
13925	3.016900279
13926	3.019169674
13927	3.019413547
13928	3.019756378
13929	3.020512947
13930	3.022465183
13931	3.021669574
13932	3.02152797
13933	3.021770775
13934	3.022081985
13935	3.023433245
13936	3.027254304
13937	3.029787071
13938	3.031691054
13939	3.037514199
13940	3.040125354
13941	3.042838685
13942	3.044823826
13943	3.044712974
13944	3.045735342
13945	3.045467967
13946	3.045152584
13947	3.043741579
13948	3.042418212
13949	3.042163438
13950	3.042942149
13951	3.042128463
13952	3.040213549
13953	3.037752078
13954	3.032141358
13955	3.025699141
13956	3.021196813
13957	3.019750372
13958	3.01853853
13959	3.017655101
13960	3.016131877
13961	3.013315381
13962	3.009976854
13963	3.006686389
13964	3.005709172
13965	3.006083679
13966	3.007799576
13967	3.007506768
13968	3.006630228
13969	3.00687409
13970	3.006651442
13971	3.005231319
13972	3.004699712
13973	3.00395663
13974	3.001862317
13975	3.0009766
13976	2.99921297
13977	2.996548004
13978	2.996952112
13979	2.99651979
13980	2.999604284
13981	3.001182934
13982	3.00148913
13983	3.000909984
13984	3.002855511
13985	3.002155328
13986	3.002873558
13987	3.003421511
13988	3.005595951
13989	3.007084029
13990	3.006791942
13991	3.004803554
13992	3.003771479
13993	3.00371332
13994	3.001711197
13995	2.999622938
13996	2.997918347
13997	2.993931546
13998	2.989313541
13999	2.988374398
14000	2.985697418
14001	2.982097618
14002	2.980589297
14003	2.979765988
14004	2.980749003
14005	2.980483758
14006	2.978775619
14007	2.975515968
14008	2.971834056
14009	2.967825177
14010	2.964468051
14011	2.963196908
14012	2.96165374
14013	2.962323159
14014	2.966177732
14015	2.96867193
14016	2.969290494
14017	2.969702624
14018	2.971066086
14019	2.970919336
14020	2.972910149
14021	2.974461934
14022	2.976007204
14023	2.973655482
14024	2.974303388
14025	2.976253757
14026	2.980456324
14027	2.98449835
14028	2.986990083
14029	2.989164473
14030	2.991493981
14031	2.99323798
14032	2.993903473
14033	2.99474502
14034	2.996288286
14035	2.996463871
14036	2.993591372
14037	2.991924282
14038	2.991886238
14039	2.991900887
14040	2.991494172
14041	2.992958673
14042	2.994434008
14043	2.993493081
14044	2.99390808
14045	2.995681085
14046	2.998184246
14047	2.998114057
14048	2.998479474
14049	2.996286213
14050	2.995168931
14051	2.993695189
14052	2.990944503
14053	2.98860661
14054	2.984225012
14055	2.983937605
14056	2.985608014
14057	2.987099055
14058	2.986294156
14059	2.984915661
14060	2.984127578
14061	2.984497373
14062	2.982426083
14063	2.982062474
14064	2.985219136
14065	2.986851234
14066	2.988224767
14067	2.988926875
14068	2.989271123
14069	2.989910144
14070	2.99015063
14071	2.989079325
14072	2.987740254
14073	2.984382535
14074	2.981901018
14075	2.980983024
14076	2.982088279
14077	2.983584131
14078	2.98074332
14079	2.978306436
14080	2.979507214
14081	2.981467788
14082	2.982382125
14083	2.981368858
14084	2.980497637
14085	2.980180735
14086	2.979105484
14087	2.978334526
14088	2.97723758
14089	2.977966582
14090	2.98102908
14091	2.980900537
14092	2.978069806
14093	2.975425057
14094	2.97139292
14095	2.969329791
14096	2.969306886
14097	2.967648466
14098	2.966529948
14099	2.969178775
14100	2.972450388
14101	2.972962601
14102	2.975551763
14103	2.978086892
14104	2.977477775
14105	2.974241446
14106	2.970707091
14107	2.969170311
14108	2.964918869
14109	2.961587169
14110	2.958378181
14111	2.954024405
14112	2.952703479
14113	2.950682606
14114	2.950514469
14115	2.950308178
14116	2.952337014
14117	2.952981607
14118	2.952158819
14119	2.950841584
14120	2.950302811
14121	2.948743181
14122	2.947840524
14123	2.945970353
14124	2.944134458
14125	2.942892648
14126	2.945602544
14127	2.947135732
14128	2.946500964
14129	2.942741602
14130	2.937844309
14131	2.934100761
14132	2.93257313
14133	2.932753403
14134	2.930772663
14135	2.929651038
14136	2.927592375
14137	2.92785736
14138	2.92895401
14139	2.92794678
14140	2.926317233
14141	2.922425757
14142	2.920998874
14143	2.919151608
14144	2.914374757
14145	2.90976945
14146	2.906703496
14147	2.902154105
14148	2.897846079
14149	2.892888505
14150	2.889337243
14151	2.888245221
14152	2.885647439
14153	2.882138191
14154	2.880601019
14155	2.877364762
14156	2.874696227
14157	2.87238514
14158	2.871376011
14159	2.871252416
14160	2.87254945
14161	2.874326173
14162	2.878034473
14163	2.881738442
14164	2.884799645
14165	2.882787453
14166	2.880897182
14167	2.882040205
14168	2.885096547
14169	2.886601044
14170	2.883719294
14171	2.883091107
14172	2.881981212
14173	2.880800968
14174	2.879786315
14175	2.876912579
14176	2.873918928
14177	2.872682355
14178	2.870077762
14179	2.865817548
14180	2.859998362
14181	2.856135143
14182	2.854041639
14183	2.853196646
14184	2.853541904
14185	2.853248367
14186	2.850201611
14187	2.849887892
14188	2.850902321
14189	2.851762122
14190	2.851377173
14191	2.854405358
14192	2.85986591
14193	2.864029697
14194	2.866605879
14195	2.864967392
14196	2.861286918
14197	2.85778748
14198	2.853901997
14199	2.846418663
14200	2.8407927
14201	2.834357975
14202	2.828675803
14203	2.825240587
14204	2.81944221
14205	2.816469025
14206	2.813905815
14207	2.813399281
14208	2.811318105
14209	2.807538848
14210	2.804057923
14211	2.797475866
14212	2.79283101
14213	2.78812555
14214	2.780974067
14215	2.775140937
14216	2.769937877
14217	2.766660892
14218	2.764993061
14219	2.76478017
14220	2.765040891
14221	2.762522666
14222	2.758838712
14223	2.753885822
14224	2.750861844
14225	2.74806835
14226	2.74135772
14227	2.732053508
14228	2.720760906
14229	2.71056731
14230	2.703465043
14231	2.698463644
14232	2.695741073
14233	2.693345508
14234	2.687087279
14235	2.681484664
14236	2.676141448
14237	2.671972373
14238	2.669733214
14239	2.668787097
14240	2.66977491
14241	2.667664418
14242	2.662009624
14243	2.656967209
14244	2.654830017
14245	2.65093875
14246	2.648413946
14247	2.649258056
14248	2.651982299
14249	2.653398608
14250	2.650293467
14251	2.647285017
14252	2.646140888
14253	2.645430944
14254	2.642451633
14255	2.637914578
14256	2.632021587
14257	2.623132612
14258	2.61433247
14259	2.608867485
14260	2.605630863
14261	2.6050853
14262	2.610811772
14263	2.616758248
14264	2.621642135
14265	2.626392504
14266	2.629244906
14267	2.627722521
14268	2.620249897
14269	2.614781492
14270	2.608738664
14271	2.605666952
14272	2.602555775
14273	2.599194198
14274	2.597723712
14275	2.596884104
14276	2.597668229
14277	2.59872226
14278	2.598250605
14279	2.59523796
14280	2.590012915
14281	2.585356518
14282	2.579982496
14283	2.577666495
14284	2.576258577
14285	2.57452077
14286	2.575596772
14287	2.572436165
14288	2.569310094
14289	2.568488606
14290	2.569389724
14291	2.566686055
14292	2.565590917
14293	2.567016192
14294	2.567853999
14295	2.565440549
14296	2.561967396
14297	2.558586481
14298	2.553627297
14299	2.550694861
14300	2.546197329
14301	2.538189121
14302	2.531049628
14303	2.526311792
14304	2.522833233
14305	2.519515885
14306	2.514288481
14307	2.510067609
14308	2.508907404
14309	2.505450081
14310	2.503804132
14311	2.502113261
14312	2.500817331
14313	2.50045975
14314	2.496945467
14315	2.49268349
14316	2.488064896
14317	2.484184327
14318	2.477435797
14319	2.473450153
14320	2.466318357
14321	2.460828034
14322	2.457032982
14323	2.455304424
14324	2.451120002
14325	2.444401685
14326	2.437524087
14327	2.434305092
14328	2.433851042
14329	2.435553254
14330	2.439138153
14331	2.43898503
14332	2.438806155
14333	2.441279091
14334	2.440846613
14335	2.43885151
14336	2.433236373
14337	2.425948189
14338	2.421094821
14339	2.417612564
14340	2.411733849
14341	2.407151728
14342	2.401543824
14343	2.39653591
14344	2.394792847
14345	2.389056594
14346	2.385308444
14347	2.381187927
14348	2.380448271
14349	2.381477654
14350	2.383997963
14351	2.384285681
14352	2.383252057
14353	2.384427246
14354	2.385738508
14355	2.387864736
14356	2.391184484
14357	2.396794029
14358	2.403192656
14359	2.408127961
14360	2.410923955
14361	2.412713023
14362	2.415510319
14363	2.417972981
14364	2.420067532
14365	2.42523058
14366	2.428267991
14367	2.428317616
14368	2.429027973
14369	2.431583454
14370	2.432623477
14371	2.434145964
14372	2.43621477
14373	2.43864359
14374	2.44174904
14375	2.442367076
14376	2.442635947
14377	2.44665958
14378	2.45352698
14379	2.460479075
14380	2.463382676
14381	2.465729466
14382	2.467815152
14383	2.46870606
14384	2.469047114
14385	2.469762357
14386	2.468287041
14387	2.46819234
14388	2.46795799
14389	2.469419919
14390	2.47043686
14391	2.471467039
14392	2.470030442
14393	2.46798805
14394	2.465725428
14395	2.467151386
14396	2.471305836
14397	2.473013911
14398	2.474729191
14399	2.475827219
14400	2.475487026
14401	2.475107363
14402	2.471800124
14403	2.467813641
14404	2.466558302
14405	2.469194404
14406	2.475563339
14407	2.483383761
14408	2.490346258
14409	2.497970384
14410	2.505934477
14411	2.511836862
14412	2.515917038
14413	2.518726321
14414	2.520656375
14415	2.51965077
14416	2.519006377
14417	2.518949851
14418	2.518273921
14419	2.518614752
14420	2.518278928
14421	2.518578757
14422	2.5185713
14423	2.518456425
14424	2.519347261
14425	2.524966799
14426	2.534057053
14427	2.540828394
14428	2.548656628
14429	2.555562795
14430	2.561763751
14431	2.567989322
14432	2.574121659
14433	2.579441638
14434	2.581694835
14435	2.584214163
14436	2.584174609
14437	2.584456339
14438	2.583578681
14439	2.583125115
14440	2.583382125
14441	2.586089067
14442	2.591377081
14443	2.596812883
14444	2.60149898
14445	2.603308292
14446	2.60532275
14447	2.606238846
14448	2.608095153
14449	2.609510333
14450	2.613043657
14451	2.617465702
14452	2.621812828
14453	2.624542031
14454	2.625817353
14455	2.628348429
14456	2.631212556
14457	2.63274374
14458	2.631787988
14459	2.633107607
14460	2.636660233
14461	2.637634485
14462	2.637992739
14463	2.638217653
14464	2.637038499
14465	2.635816592
14466	2.635755058
14467	2.63758945
14468	2.641804393
14469	2.646290264
14470	2.652998628
14471	2.662654357
14472	2.674239027
14473	2.683218171
14474	2.690213602
14475	2.698707741
14476	2.705719786
14477	2.709907828
14478	2.71500065
14479	2.72039667
14480	2.723618897
14481	2.726223191
14482	2.730181386
14483	2.734265283
14484	2.738463321
14485	2.744506247
14486	2.749780827
14487	2.75341401
14488	2.755871398
14489	2.75875579
14490	2.758241743
14491	2.759516527
14492	2.761472783
14493	2.765598257
14494	2.769165877
14495	2.775479532
14496	2.781911464
14497	2.790641343
14498	2.800998288
14499	2.812687847
14500	2.824756439
14501	2.83500846
14502	2.841612383
14503	2.847459631
14504	2.849152273
14505	2.850554205
14506	2.854416156
14507	2.858797377
14508	2.862670606
14509	2.869007176
14510	2.873434972
14511	2.880677092
14512	2.888123913
14513	2.893427203
14514	2.897497902
14515	2.900457347
14516	2.907018952
14517	2.911518822
14518	2.91963286
14519	2.928084244
14520	2.937441223
14521	2.947355652
14522	2.956219087
14523	2.963296569
14524	2.9681066
14525	2.977031687
14526	2.985079996
14527	2.990625902
14528	2.995295693
14529	2.998509827
14530	3.006104714
14531	3.008912305
14532	3.013310018
14533	3.016847209
14534	3.018460088
14535	3.019804679
14536	3.016084061
14537	3.013544596
14538	3.012819983
14539	3.011650196
14540	3.012004146
14541	3.010917099
14542	3.01089502
14543	3.01252854
14544	3.01470833
14545	3.014473392
14546	3.014082962
14547	3.012387036
14548	3.014658039
14549	3.017695439
14550	3.020997702
14551	3.022004112
14552	3.023713896
14553	3.026207979
14554	3.029539956
14555	3.031083266
14556	3.030918673
14557	3.031547583
14558	3.029781952
14559	3.027334851
14560	3.026405913
14561	3.025810258
14562	3.026584184
14563	3.028867298
14564	3.030860294
14565	3.033591166
14566	3.035570584
14567	3.037325996
14568	3.037939681
14569	3.037260392
14570	3.035352897
14571	3.036057455
14572	3.033983427
14573	3.034151573
14574	3.032681099
14575	3.03213431
14576	3.031641421
14577	3.030672239
14578	3.030721569
14579	3.033927199
14580	3.039382886
14581	3.043598517
14582	3.045822091
14583	3.049752395
14584	3.053425078
14585	3.057527744
14586	3.059405937
14587	3.061022126
14588	3.062193478
14589	3.064406995
14590	3.0663691
14591	3.067595515
14592	3.069584669
14593	3.071260868
14594	3.070964158
14595	3.068699276
14596	3.068298223
14597	3.069619268
14598	3.071925498
14599	3.076539357
14600	3.080609029
14601	3.08262816
14602	3.086504464
14603	3.08541677
14604	3.082270945
14605	3.080959922
14606	3.08102695
14607	3.081385104
14608	3.076776072
14609	3.075678464
14610	3.074886004
14611	3.073884561
14612	3.072827423
14613	3.075697781
14614	3.076287318
14615	3.074300605
14616	3.071271985
14617	3.064708857
14618	3.059334021
14619	3.055728426
14620	3.055128384
14621	3.054920278
14622	3.052986601
14623	3.053452162
14624	3.053982562
14625	3.051562513
14626	3.047170345
14627	3.04507695
14628	3.045637877
14629	3.046196505
14630	3.04668592
14631	3.045707641
14632	3.043948468
14633	3.040224935
14634	3.036760783
14635	3.035221581
14636	3.034500982
14637	3.033110654
14638	3.030910581
14639	3.030195637
14640	3.03031393
14641	3.033392503
14642	3.036730134
14643	3.038196913
14644	3.036551665
14645	3.034005093
14646	3.031023506
14647	3.02740984
14648	3.022068913
14649	3.018055331
14650	3.016340632
14651	3.013669545
14652	3.013460749
14653	3.015872192
14654	3.016257093
14655	3.014520775
14656	3.012383447
14657	3.008356744
14658	3.003679505
14659	2.99837073
14660	2.994137517
14661	2.988414464
14662	2.980815725
14663	2.972911005
14664	2.965237565
14665	2.959641093
14666	2.951288598
14667	2.941955
14668	2.93460495
14669	2.927146009
14670	2.919884946
14671	2.914688917
14672	2.910965701
14673	2.9045678
14674	2.898953637
14675	2.896743873
14676	2.894832038
14677	2.890089557
14678	2.883085922
14679	2.877058022
14680	2.869728202
14681	2.858398445
14682	2.847623902
14683	2.836528643
14684	2.829181097
14685	2.824171357
14686	2.816647112
14687	2.810321708
14688	2.802646563
14689	2.793045853
14690	2.7869334
14691	2.784485945
14692	2.784057457
14693	2.783390931
14694	2.781198615
14695	2.780147497
14696	2.78125664
14697	2.777571646
14698	2.773661229
14699	2.770101729
14700	2.76550468
14701	2.759587791
14702	2.754159674
14703	2.751698223
14704	2.748833082
14705	2.747124828
14706	2.745794424
14707	2.742752353
14708	2.735632171
14709	2.728985781
14710	2.725175183
14711	2.72228138
14712	2.722230476
14713	2.72062029
14714	2.721502075
14715	2.721210531
14716	2.722634663
14717	2.724945773
14718	2.723593832
14719	2.721562196
14720	2.717712341
14721	2.711320138
14722	2.705296132
14723	2.697540321
14724	2.694664723
14725	2.693760313
14726	2.693316444
14727	2.692650437
14728	2.689489595
14729	2.685863438
14730	2.684807493
14731	2.684850515
14732	2.681399326
14733	2.67359223
14734	2.669247566
14735	2.66443905
14736	2.658909809
14737	2.654612647
14738	2.647789226
14739	2.642462022
14740	2.636360763
14741	2.631825179
14742	2.630322348
14743	2.630748823
14744	2.631730512
14745	2.632842513
14746	2.633644104
14747	2.633221599
14748	2.63293473
14749	2.632728537
14750	2.631899505
14751	2.634432446
14752	2.639126296
14753	2.641834985
14754	2.640467648
14755	2.637155831
14756	2.632478135
14757	2.629022053
14758	2.623742309
14759	2.61715294
14760	2.611377862
14761	2.608992969
14762	2.602307114
14763	2.598083325
14764	2.592128604
14765	2.587582755
14766	2.589862749
14767	2.593776984
14768	2.595351323
14769	2.594020819
14770	2.594762838
14771	2.595082964
14772	2.596138292
14773	2.598501161
14774	2.599260868
14775	2.598455736
14776	2.601581705
14777	2.601619274
14778	2.600264378
14779	2.601065241
14780	2.608018105
14781	2.614642332
14782	2.616652987
14783	2.618095838
14784	2.617697488
14785	2.617424494
14786	2.617268013
14787	2.613840617
14788	2.609081838
14789	2.605027255
14790	2.605272172
14791	2.601728925
14792	2.595713304
14793	2.590923957
14794	2.587571554
14795	2.584337918
14796	2.577871184
14797	2.571980459
14798	2.567153984
14799	2.564081335
14800	2.561426459
14801	2.553677562
14802	2.545776225
14803	2.540204093
14804	2.540009748
14805	2.542575818
14806	2.54335805
14807	2.542324285
14808	2.538185703
14809	2.535959892
14810	2.537780286
14811	2.544105021
14812	2.546905563
14813	2.547769657
14814	2.549844636
14815	2.550492989
14816	2.550635298
14817	2.550793352
14818	2.550878824
14819	2.5509539
14820	2.54792018
14821	2.544021538
14822	2.54336085
14823	2.542163581
14824	2.542896084
14825	2.54534035
14826	2.5425527
14827	2.538740017
14828	2.53488228
14829	2.536748175
14830	2.542785259
14831	2.546312373
14832	2.548388477
14833	2.552276649
14834	2.555804573
14835	2.559830699
14836	2.562677503
14837	2.564140677
14838	2.563429191
14839	2.566771751
14840	2.569750973
14841	2.568439168
14842	2.564082347
14843	2.561069735
14844	2.559702851
14845	2.558237128
14846	2.555658277
14847	2.550543878
14848	2.544906574
14849	2.539575757
14850	2.532737837
14851	2.523377791
14852	2.510632353
14853	2.496276385
14854	2.487850552
14855	2.479158711
14856	2.471834867
14857	2.464302534
14858	2.455570173
14859	2.45111722
14860	2.440412511
14861	2.429169785
14862	2.422520405
14863	2.41771487
14864	2.417518112
14865	2.416041618
14866	2.412608023
14867	2.409147881
14868	2.406897099
14869	2.405466711
14870	2.404807407
14871	2.403488038
14872	2.402352072
14873	2.401127342
14874	2.398574555
14875	2.392205988
14876	2.381475006
14877	2.376486487
14878	2.378184388
14879	2.384077167
14880	2.388323715
14881	2.390909896
14882	2.39531719
14883	2.39813645
14884	2.400630837
14885	2.402003579
14886	2.404808809
14887	2.402273302
14888	2.397006664
14889	2.390887049
14890	2.385235107
14891	2.377631218
14892	2.373659971
14893	2.371988863
14894	2.372385342
14895	2.372460596
14896	2.370877373
14897	2.367815107
14898	2.364479556
14899	2.35891465
14900	2.354339646
14901	2.349200612
14902	2.340909205
14903	2.331695029
14904	2.320182079
14905	2.309813209
14906	2.299973641
14907	2.293847391
14908	2.287065705
14909	2.281043789
14910	2.271713772
14911	2.260743253
14912	2.248297289
14913	2.236727225
14914	2.226117783
14915	2.21990208
14916	2.211183598
14917	2.203116253
14918	2.2008587
14919	2.199648578
14920	2.20162369
14921	2.206456962
14922	2.210856319
14923	2.211904126
14924	2.207153495
14925	2.203010228
14926	2.200475906
14927	2.198910239
14928	2.197602834
14929	2.193601708
14930	2.181574705
14931	2.168862238
14932	2.158247309
14933	2.151748538
14934	2.144874898
14935	2.135804363
14936	2.125387883
14937	2.120036029
14938	2.115445299
14939	2.110492285
14940	2.105959985
14941	2.098312583
14942	2.091779506
14943	2.088692223
14944	2.089306899
14945	2.087034826
14946	2.082753628
14947	2.078965848
14948	2.073154552
14949	2.069696281
14950	2.069106996
14951	2.072740538
14952	2.076701359
14953	2.075131564
14954	2.070884822
14955	2.065519
14956	2.063439421
14957	2.063590596
14958	2.059492044
14959	2.053827817
14960	2.049263805
14961	2.045397687
14962	2.040029613
14963	2.03786601
14964	2.037899942
14965	2.035296079
14966	2.032356261
14967	2.03069792
14968	2.030487821
14969	2.02991702
14970	2.03029891
14971	2.03072556
14972	2.032571986
14973	2.036238556
14974	2.039674434
14975	2.042444906
14976	2.046399464
14977	2.048979099
14978	2.050691547
14979	2.053841222
14980	2.056532013
14981	2.061836107
14982	2.066501511
14983	2.067752301
14984	2.067244872
14985	2.066639299
14986	2.067949537
14987	2.070074578
14988	2.0745747
14989	2.079980288
14990	2.086258749
14991	2.092454378
14992	2.098886368
14993	2.105364968
14994	2.108688693
14995	2.110348922
14996	2.111436303
14997	2.114995778
14998	2.117180689
14999	2.120919684
15000	2.121121076
15001	2.122058883
15002	2.124198902
15003	2.128665441
15004	2.133965874
15005	2.137588635
15006	2.140149451
15007	2.141949298
15008	2.143025226
15009	2.14302205
15010	2.142185617
15011	2.140695788
15012	2.142043426
15013	2.145950327
15014	2.150133939
15015	2.152869316
15016	2.156430375
15017	2.161977216
15018	2.165958506
15019	2.169097827
15020	2.174846255
15021	2.182965536
15022	2.191945125
15023	2.198530156
15024	2.204052998
15025	2.209821171
15026	2.21514668
15027	2.218913705
15028	2.223755851
15029	2.227975645
15030	2.23486567
15031	2.242288618
15032	2.247975345
15033	2.252813838
15034	2.258240159
15035	2.262464849
15036	2.262650321
15037	2.261422824
15038	2.26200817
15039	2.261071788
15040	2.262847341
15041	2.267914345
15042	2.272612505
15043	2.277833183
15044	2.285919402
15045	2.295293254
15046	2.304219992
15047	2.311934535
15048	2.318077225
15049	2.322935891
15050	2.327272064
15051	2.331325229
15052	2.33599643
15053	2.340539692
15054	2.345209272
15055	2.349996707
15056	2.353593576
15057	2.357570248
15058	2.361276998
15059	2.364005296
15060	2.365589181
15061	2.366628517
15062	2.37025725
15063	2.374685377
15064	2.379203462
15065	2.384658141
15066	2.390852966
15067	2.395382452
15068	2.398612501
15069	2.399041014
15070	2.398505033
15071	2.398155067
15072	2.398054939
15073	2.398330847
15074	2.396672863
15075	2.396686907
15076	2.397462132
15077	2.398119869
15078	2.396500371
15079	2.395370162
15080	2.396480337
15081	2.397983274
15082	2.400249127
15083	2.401404847
15084	2.402451059
15085	2.4036259
15086	2.405847974
15087	2.409029933
15088	2.411201989
15089	2.411777134
15090	2.413445745
15091	2.417555545
15092	2.421403897
15093	2.42576811
15094	2.430056623
15095	2.430950916
15096	2.432096199
15097	2.433407656
15098	2.438027065
15099	2.444017108
15100	2.449592435
15101	2.453156889
15102	2.455536001
15103	2.459487174
15104	2.466131606
15105	2.472029397
15106	2.479909943
15107	2.485506477
15108	2.490101566
15109	2.494658423
15110	2.498705478
15111	2.502657263
15112	2.508423171
15113	2.512222703
15114	2.51750048
15115	2.521156401
15116	2.523255381
15117	2.52700299
15118	2.529816463
15119	2.535598405
15120	2.540726889
15121	2.543616066
15122	2.544740994
15123	2.546383333
15124	2.548891603
15125	2.550286562
15126	2.553197866
15127	2.556218184
15128	2.558991996
15129	2.562890215
15130	2.566201556
15131	2.569751033
15132	2.570678479
15133	2.570138221
15134	2.568906208
15135	2.567786166
15136	2.567191908
15137	2.564295861
15138	2.562107915
15139	2.559317205
15140	2.559223399
15141	2.560610598
15142	2.560661683
15143	2.560359322
15144	2.55925068
15145	2.560647224
15146	2.562073898
15147	2.563526085
15148	2.563108964
15149	2.563641804
15150	2.563208306
15151	2.562502173
15152	2.562880728
15153	2.564610334
15154	2.566732803
15155	2.568483238
15156	2.570833599
15157	2.571403052
15158	2.570505528
15159	2.569466524
15160	2.570346171
15161	2.572335869
15162	2.57202032
15163	2.568848216
15164	2.566294082
15165	2.567931395
15166	2.568799766
15167	2.568473426
15168	2.569416454
15169	2.569613614
15170	2.569498445
15171	2.569243295
15172	2.569462272
15173	2.569648855
15174	2.569641052
15175	2.568352842
15176	2.567242543
15177	2.566074917
15178	2.564204712
15179	2.562113218
15180	2.561511635
15181	2.560779156
15182	2.5586231
15183	2.559853758
15184	2.559186314
15185	2.559097754
15186	2.559993001
15187	2.558326327
15188	2.556833264
15189	2.55585464
15190	2.557685226
15191	2.56045469
15192	2.563531794
15193	2.566399909
15194	2.569544071
15195	2.57084177
15196	2.572213085
15197	2.574993791
15198	2.579727253
15199	2.584175645
15200	2.587812048
15201	2.592954064
15202	2.596339035
15203	2.601014302
15204	2.605053943
15205	2.60762793
15206	2.609955642
15207	2.611792464
15208	2.614410469
15209	2.614789082
15210	2.613564458
15211	2.609824878
15212	2.607463238
15213	2.60635351
15214	2.606317622
15215	2.603265602
15216	2.600085357
15217	2.598913249
15218	2.597480219
15219	2.596378822
15220	2.594305125
15221	2.593352787
15222	2.59253771
15223	2.59345453
15224	2.593429313
15225	2.592001308
15226	2.591326912
15227	2.591515656
15228	2.593348724
15229	2.593799346
15230	2.595348268
15231	2.594622224
15232	2.592685693
15233	2.589597345
15234	2.588118832
15235	2.5879155
15236	2.588019088
15237	2.589686758
15238	2.59166733
15239	2.591490651
15240	2.590853833
15241	2.591485178
15242	2.592463071
15243	2.592920106
15244	2.593587366
15245	2.593936716
15246	2.596074142
15247	2.597811931
15248	2.600118616
15249	2.601938961
15250	2.602643188
15251	2.605778163
15252	2.606096649
15253	2.608151276
15254	2.612148536
15255	2.615589196
15256	2.618048528
15257	2.618642073
15258	2.618528051
15259	2.618162558
15260	2.617430275
15261	2.615586654
15262	2.615542624
15263	2.614993062
15264	2.613052121
15265	2.611489022
15266	2.611560429
15267	2.613869576
15268	2.614728195
15269	2.614831648
15270	2.612825854
15271	2.610986588
15272	2.609782186
15273	2.607838825
15274	2.606682581
15275	2.607724716
15276	2.60807624
15277	2.60842019
15278	2.609192778
15279	2.608069521
15280	2.606622714
15281	2.604879955
15282	2.604835674
15283	2.606089709
15284	2.607112794
15285	2.609312036
15286	2.610420998
15287	2.607505853
15288	2.606531387
15289	2.605138458
15290	2.603916627
15291	2.602629292
15292	2.601220649
15293	2.599205802
15294	2.597735249
15295	2.597255038
15296	2.59756521
15297	2.6003254
15298	2.600780475
15299	2.599682619
15300	2.597853359
15301	2.596507902
15302	2.595932638
15303	2.593319666
15304	2.590041012
15305	2.589926573
15306	2.591551071
15307	2.592242039
15308	2.594062151
15309	2.59698928
15310	2.599139467
15311	2.599251094
15312	2.60024148
15313	2.600663012
15314	2.599436699
15315	2.598500045
15316	2.597914628
15317	2.598509194
15318	2.596765098
15319	2.596078454
15320	2.595885886
15321	2.596646832
15322	2.597942135
15323	2.599244571
15324	2.601924526
15325	2.607903086
15326	2.615323142
15327	2.622781474
15328	2.626919838
15329	2.630924447
15330	2.635494689
15331	2.639868668
15332	2.645423338
15333	2.649551846
15334	2.65024469
15335	2.649993541
15336	2.654453708
15337	2.661972898
15338	2.668542078
15339	2.67494574
15340	2.681597187
15341	2.687670503
15342	2.692472419
15343	2.696529689
15344	2.701602186
15345	2.706862788
15346	2.714938137
15347	2.72302414
15348	2.730749664
15349	2.739878253
15350	2.746891349
15351	2.750408641
15352	2.753090619
15353	2.760291983
15354	2.766714564
15355	2.769258615
15356	2.769979021
15357	2.772761274
15358	2.770955972
15359	2.767679097
15360	2.767632256
15361	2.76903008
15362	2.771598229
15363	2.771771365
15364	2.77364847
15365	2.776764101
15366	2.779820707
15367	2.783847407
15368	2.787002141
15369	2.787417682
15370	2.786050606
15371	2.782761103
15372	2.777320977
15373	2.773534912
15374	2.770231896
15375	2.766282404
15376	2.765063204
15377	2.76848628
15378	2.769330084
15379	2.769108865
15380	2.767409876
15381	2.764441656
15382	2.75804005
15383	2.754493786
15384	2.752087461
15385	2.754305501
15386	2.760316985
15387	2.763632069
15388	2.765558802
15389	2.767222246
15390	2.767275571
15391	2.767323367
15392	2.768420288
15393	2.769696566
15394	2.771656826
15395	2.774204015
15396	2.777764265
15397	2.78028678
15398	2.780692527
15399	2.780430283
15400	2.782073822
15401	2.783743329
15402	2.784441709
15403	2.782757
15404	2.78261592
15405	2.78350153
15406	2.785514604
15407	2.791513743
15408	2.792832342
15409	2.791317292
15410	2.791651243
15411	2.794094519
15412	2.796348287
15413	2.799264995
15414	2.80200026
15415	2.80595849
15416	2.810302317
15417	2.814803091
15418	2.817511839
15419	2.821813762
15420	2.824723379
15421	2.826070874
15422	2.826269034
15423	2.827750536
15424	2.831245211
15425	2.834273062
15426	2.835927094
15427	2.838967847
15428	2.843027423
15429	2.845368462
15430	2.843201457
15431	2.837480916
15432	2.833781895
15433	2.833632642
15434	2.836568139
15435	2.837000532
15436	2.836519942
15437	2.834434683
15438	2.834255496
15439	2.832966364
15440	2.831649373
